"For Wordle, what starting word do you use most often?"
,Activity count,1
,Participant count,51
,Average responses,60.0

"For Wordle, what starting word do you use most often?",Activity type,Open ended
,Total responses,61
,Unique participants,51
,Responses
,arise
,audio
,random
,earth
,acorn
,adieu
,ADIEU
,audio
,fjord
,about
,Cream
,Audio
,Thank
,jennifer
,CRANE
,Apple
,Drain
,tears
,hello
,ocean
,ADIEU
,FRESH
,tower
,irate
,Adieu
,Crane
,Irate
,Steak
,AEIOU
,Adieu
,crane
,crane
,Model
,apple
,Slate
,trace
,adieu
,angel
,About
,Adieu
,Audio
,Adieu
,sloth
,adieu
,great
,adieu
,aisle
,adieu
,ORATE
,FISHY
,Adieu
,CLEAR
,TRACE
,atone
,audio
,Adieu
,Arise
,DEATH
,Stair
,Trash